Fight,Player 1,Player 2
1,P1,P9
2,P5,P13
3,P3,P11
4,P7,P15
5,P2,P10
6,P6,P14
7,P4,P12
8,P8,P16
9,W1,W2
10,W3,W4
11,W5,W6
12,W7,W8
13,L1,L2
14,L3,L4
15,L5,L6
16,L7,L8
17,W9,W10
18,W11,W12
19,W13,L12
20,W14,L11
21,W15,L10
22,W16,L9
23,W19,W20
24,W21,W22
25,W23,L17
26,W24,L18
27,W17,W18
