Fight,Player 1,Player 2
1,P1,P5
2,P3,P7
3,P2,P6
4,P4,P8
5,W1,W2
6,W3,W4
7,L1,L2
8,L3,L4
9,W7,L6
10,W8,L5
11,W5,W6
