Fight,Player 1,Player 2
1,P1,P16
2,P8,P9
3,P4,P13
4,P5,P12
5,P2,P15
6,P7,P10
7,P3,P14
8,P6,P11
9,W1,W2
10,W3,W4
11,W5,W6
12,W7,W8
13,L1,L2
14,L3,L4
15,L5,L6
16,L7,L8
17,L12,W13
18,L11,W14
19,L10,W15
20,L9,W16
21,W9,W10
22,W11,W12
23,W17,W18
24,W19,W20
25,L21,W23
26,L22,W24
27,W25,W26
28,W21,W22
29,L28,W27
30,W29,W28
