Fight,Player 1,Player 2
1,P1,P9
2,P5,P13
3,P3,P11
4,P7,P15
5,P2,P10
6,P6,P14
7,P4,P12
8,P8,P16
9,W1,W2
10,W3,W4
11,W5,W6
12,W7,W8
13,L9,L10
14,L11,L12
15,W9,W10
16,W11,W12
17,W13,L16
18,W14,L15
19,W15,W16
